Source,Target,Type,Relation
Punit Malhotra,Suneel_Darshan,Directed,PARENT
Punit Malhotra,Dharmesh_Darshan,Directed,PARENT
Punit Malhotra,David_Dhawan,Directed,PARENT
Punit Malhotra,Varun_Dhawan,Directed,COUSIN
Punit Malhotra,Manish_Malhotra,Directed,UNCLE
Shashi_Kapoor,Jennifer_Kendal,Directed,SPOUSE
Shashi_Kapoor,"Kunal_Kapoor_(actor,_born_1959)",Directed,CHILD
Shashi_Kapoor,Karan_Kapoor,Directed,CHILD
Shashi_Kapoor,Sanjana_Kapoor,Directed,CHILD
Shashi_Kapoor,Prithviraj_Kapoor,Directed,PARENT
Shashi_Kapoor,Kapoor_family,Directed,RELATIVE
Rajiv Kapoor,terminal_Rajiv Kapoor_Aarti_Jha_m_2001_div_2003,Directed,SPOUSE
Rajiv Kapoor,Raj_Kapoor,Directed,PARENT
Rajiv Kapoor,Kapoor_family,Directed,RELATIVE
Karisma Kapoor,Sunjay_Kapur,Directed,SPOUSE
Karisma Kapoor,Randhir_Kapoor,Directed,PARENT
Karisma Kapoor,Babita_Kapoor,Directed,PARENT
Karisma Kapoor,Kapoor_family,Directed,RELATIVE
Piyush Jha,terminal_Piyush Jha_Priyanka_Sinha_Jha,Directed,SPOUSE
Kareena Kapoor Khan,Saif_Ali_Khan,Directed,SPOUSE
Kareena Kapoor Khan,Kapoor_family,Directed,RELATIVE
Kareena Kapoor Khan,Pataudi_family,Directed,RELATIVE
Dharmesh_Darshan,Bhatt_family,Directed,RELATIVE
R. Balki,Gauri_Shinde,Directed,SPOUSE
Hemant Madhukar,terminal_Hemant Madhukar_Tripta_Madhukar,Directed,SPOUSE
Soni_Razdan,Mahesh_Bhatt,Directed,SPOUSE
Soni_Razdan,Alia_Bhatt,Directed,CHILD
Soni_Razdan,Bhatt_family,Directed,RELATIVE
Jennifer_Kendal,"Kunal_Kapoor_(actor,_born_1959)",Directed,CHILD
Jennifer_Kendal,Karan_Kapoor,Directed,CHILD
Jennifer_Kendal,Sanjana_Kapoor,Directed,CHILD
Jennifer_Kendal,Felicity_Kendal,Directed,SIBLING
Jennifer_Kendal,Kapoor_family,Directed,SIBLING
Joe Rajan,terminal_Joe Rajan_Rochelle_D_Souza,Directed,SPOUSE
Raj_Kapoor,terminal_Raj Kapoor_Krishna_Malhotra_m_1946,Directed,SPOUSE
Raj_Kapoor,Randhir_Kapoor,Directed,CHILD
Raj_Kapoor,Rishi_Kapoor,Directed,CHILD
Raj_Kapoor,Rajiv_Kapoor,Directed,CHILD
Raj_Kapoor,Prithviraj_Kapoor,Directed,PARENT
Raj_Kapoor,terminal_Raj Kapoor_Ramsarni_Mehra_Kapoor_mother,Directed,PARENT
Raj_Kapoor,Kapoor_family,Directed,RELATIVE
Subhash Ghai,terminal_Subhash Ghai_Mukta_Ghai_m_1970,Directed,SPOUSE
Nanabhai_Bhatt,terminal_Nanabhai Bhatt_Hemlata_Bhatt,Directed,SPOUSE
Nanabhai_Bhatt,Mahesh_Bhatt,Directed,CHILD
Nanabhai_Bhatt,Mukesh_Bhatt,Directed,CHILD
Nanabhai_Bhatt,Robin_Bhatt,Directed,CHILD
Nanabhai_Bhatt,Bhatt_family,Directed,RELATIVE
Shyam_Benegal,terminal_Shyam Benegal_Nira_Benegal,Directed,SPOUSE
Shyam_Benegal,Guru_Dutt,Directed,COUSIN
Aditya_Bhattacharya,Sanjana_Kapoor,Directed,SPOUSE
Aditya_Bhattacharya,Basu_Bhattacharya,Directed,PARENT
Aditya_Bhattacharya,Rinki_Bhattacharya,Directed,PARENT
Chetan Anand (director),Uma_Anand,Directed,SPOUSE
Chetan Anand (director),Ketan_Anand,Directed,CHILD
Chetan Anand (director),List_of_Hindi_film_clans#Anand-Sahni_family,Directed,RELATIVE
Chetan Anand (director),Anand_family,Directed,RELATIVE
Shagufta Rafique,Sayeeda_Khan,Directed,SIBLING
Himanshu_Rai,Devika_Rani,Directed,SPOUSE
Himanshu_Rai,terminal_Himanshu Rai_Nilima_Dietze_Hainlin_1926_1997,Directed,CHILD
Girish Karnad,terminal_Girish Karnad_Saraswathy_Ganapathy,Directed,SPOUSE
Girish Karnad,Raghu_Karnad,Directed,CHILD
Aishwarya Rai Bachchan,Abhishek_Bachchan,Directed,SPOUSE
Aishwarya Rai Bachchan,Bachchan_family,Directed,RELATIVE
Kamal_Amrohi,Meena_Kumari,Directed,SPOUSE
Nikkhil Advani,terminal_Nikkhil Advani_Suparna_Gupta,Directed,SPOUSE
Asrani,Manju_Asrani,Directed,SPOUSE
Rajat Kapoor,terminal_Rajat Kapoor_Meenal_Agarwal_m_1996,Directed,SPOUSE
Valmik_Thapar,Sanjana_Kapoor,Directed,SPOUSE
Valmik_Thapar,terminal_Valmik Thapar_Hamir_Thapar,Directed,CHILD
Valmik_Thapar,Romesh_Thapar,Directed,PARENT
Valmik_Thapar,Romila_Thapar,Directed,AUNT
Valmik_Thapar,Daya_Ram_Thapar,Directed,AUNT
Valmik_Thapar,Pran_Nath_Thapar,Directed,AUNT
Shammi_Kapoor,Geeta_Bali,Directed,SPOUSE
Shammi_Kapoor,Aditya_Raj_Kapoor,Directed,CHILD
Shammi_Kapoor,Prithviraj_Kapoor,Directed,PARENT
Shammi_Kapoor,terminal_Shammi Kapoor_Ramsarni_Mehra_Kapoor_mother,Directed,PARENT
Shammi_Kapoor,Kapoor_family,Directed,RELATIVE
Subbiraj,Kumari_Naaz,Directed,SPOUSE
Ketan_Anand,Chetan_Anand_(director),Directed,PARENT
Ketan_Anand,Uma_Anand,Directed,PARENT
Ketan_Anand,Anand_family,Directed,RELATIVE
Sanjana Kapoor,Aditya_Bhattacharya,Directed,SPOUSE
Sanjana Kapoor,Valmik_Thapar,Directed,SPOUSE
Sanjana Kapoor,Kapoor_family,Directed,RELATIVE
"Mazhar Khan (actor, born 1955)","terminal_Mazhar Khan (actor, born 1955)_Rubaina_Separated",Directed,SPOUSE
"Mazhar Khan (actor, born 1955)",Zeenat_Aman,Directed,SPOUSE
Karan Kapoor,terminal_Karan Kapoor_Lorna_Kapoor,Directed,SPOUSE
Karan Kapoor,Kapoor_family,Directed,RELATIVE
Indrajit Nattoji,terminal_Indrajit Nattoji_Nandita_Nattoji,Directed,SPOUSE
Amjad Khan (actor),terminal_Amjad Khan (actor)_Shehla_Khan,Directed,SPOUSE
Amjad Khan (actor),Shadaab_Khan,Directed,CHILD
Amjad Khan (actor),Jayant_(actor),Directed,PARENT
Amjad Khan (actor),Imtiaz_Khan,Directed,SIBLING
Amjad Khan (actor),Akhtar_ul_Iman,Directed,SIBLING
Amjad Khan (actor),Zafar_Karachiwala,Directed,SIBLING
Yogesh Mittal,terminal_Yogesh Mittal_Shilpa_Mittal_2013_present,Directed,SPOUSE
Surinder_Kapoor,terminal_Surinder Kapoor_Nirmal_Kapoor_m_1955,Directed,SPOUSE
Surinder_Kapoor,Boney_Kapoor,Directed,CHILD
Surinder_Kapoor,Anil_Kapoor,Directed,CHILD
Surinder_Kapoor,Sanjay_Kapoor,Directed,CHILD
Surinder_Kapoor,Prithviraj_Kapoor,Directed,COUSIN
Surinder_Kapoor,List_of_Hindi_film_families#Kapoor_family_(of_Surinder_Kapoor),Directed,COUSIN
Kalpana_Lajmi,Lalita_Lajmi,Directed,PARENT
Kalpana_Lajmi,Guru_Dutt,Directed,UNCLE
Kalpana_Lajmi,Atma_Ram_(director),Directed,UNCLE
Sombhu Mitra,Tripti_Mitra,Directed,SPOUSE
Sombhu Mitra,Shaoli_Mitra,Directed,CHILD
Sanjay Gadhvi,terminal_Sanjay Gadhvi_Gina,Directed,SPOUSE
Sajid Nadiadwala,Divya_Bharti,Directed,SPOUSE
Boney_Kapoor,Mona_Shourie_Kapoor,Directed,SPOUSE
Boney_Kapoor,Sridevi,Directed,SPOUSE
Boney_Kapoor,Arjun_Kapoor,Directed,CHILD
Boney_Kapoor,Janhvi_Kapoor,Directed,CHILD
Boney_Kapoor,Khushi_Kapoor,Directed,CHILD
Boney_Kapoor,Surinder_Kapoor,Directed,PARENT
Boney_Kapoor,List_of_Hindi_film_families#Kapoor_family_(of_Surinder_Kapoor),Directed,RELATIVE
Ravi Chopra,terminal_Ravi Chopra_Renu_Chopra_m_1975,Directed,SPOUSE
Ravi Chopra,B.R._Chopra,Directed,PARENT
Ravi Chopra,List_of_Hindi_film_clans#Chopra_family,Directed,RELATIVE
Guru_Dutt,Geeta_Dutt,Directed,SPOUSE
Guru_Dutt,Atma_Ram_(director),Directed,SIBLING
Guru_Dutt,Lalita_Lajmi,Directed,SIBLING
Guru_Dutt,Kalpana_Lajmi,Directed,NIECE
Smilie Suri,Bhatt_family,Directed,RELATIVE
S. A. Chandrasekhar,Shoba_Chandrasekhar,Directed,SPOUSE
S. A. Chandrasekhar,Vijay_(actor),Directed,CHILD
S. A. Chandrasekhar,Vikranth,Directed,NEPHEW
S. A. Chandrasekhar,S._N._Surendar,Directed,NEPHEW
Kashinath (actor),terminal_Kashinath (actor)_Chandraprabha,Directed,SPOUSE
Aditya Raj Kapoor,terminal_Aditya Raj Kapoor_Priti_Kapoor_m_1982,Directed,SPOUSE
Aditya Raj Kapoor,Shammi_Kapoor,Directed,PARENT
Aditya Raj Kapoor,Geeta_Bali,Directed,PARENT
Aditya Raj Kapoor,Kapoor_family,Directed,RELATIVE
Janhvi Kapoor,Boney_Kapoor,Directed,PARENT
Janhvi Kapoor,Sridevi,Directed,PARENT
Janhvi Kapoor,List_of_Hindi_film_families#Kapoor_family_(of_Surinder_Kapoor),Directed,RELATIVE
Babita,Randhir_Kapoor,Directed,SPOUSE
Babita,Karisma_Kapoor,Directed,CHILD
Babita,Kareena_Kapoor_Khan,Directed,CHILD
Babita,Kapoor_family,Directed,RELATIVE
Agathiyan,Vijayalakshmi_Agathiyan,Directed,CHILD
Agathiyan,Niranjani_Ahathian,Directed,CHILD
Agathiyan,Thiru_(director),Directed,CHILD
I. S. Johar,Sonia_Sahni,Directed,SPOUSE
I. S. Johar,terminal_I. S. Johar_and_three_others,Directed,SPOUSE
Siddharth P. Malhotra,Prem_Kishen,Directed,PARENT
Siddharth P. Malhotra,Prem_Nath,Directed,PARENT
Siddharth P. Malhotra,Rajendra_Nath,Directed,PARENT
Siddharth P. Malhotra,Narendra_Nath,Directed,PARENT
Ramkumar Bohra,terminal_Ramkumar Bohra_Madankumari_Bohra_m_1932_died_1991,Directed,SPOUSE
Ramkumar Bohra,Karanvir_Bohra,Directed,CHILD
Abhishek Pathak,Shivaleeka_Oberoi,Directed,SPOUSE
Abhishek Pathak,terminal_Abhishek Pathak_Kumar_Mangat_Pathak_father,Directed,PARENT
Abhishek Pathak,terminal_Abhishek Pathak_Neelam_Pathak_mother,Directed,PARENT
Abhishek Pathak,Amita_Pathak,Directed,SIBLING
Khushi Kapoor,Boney_Kapoor,Directed,PARENT
Khushi Kapoor,Sridevi,Directed,PARENT
Khushi Kapoor,List_of_Hindi_film_families#Kapoor_family_(of_Surinder_Kapoor),Directed,RELATIVE
Harivansh_Rai_Bachchan,Teji_Bachchan,Directed,SPOUSE
Harivansh_Rai_Bachchan,Amitabh_Bachchan,Directed,CHILD
Harivansh_Rai_Bachchan,Bachchan_family,Directed,RELATIVE
Harsh Varrdhan Kapoor,Anil_Kapoor,Directed,PARENT
Harsh Varrdhan Kapoor,List_of_Hindi_film_families#Kapoor_family_(of_Surinder_Kapoor),Directed,RELATIVE
Udita_Goswami,Mohit_Suri,Directed,SPOUSE
Udita_Goswami,Bhatt_family,Directed,RELATIVE
Imtiaz Ali (director),terminal_Imtiaz Ali (director)_Preety_Ali_m_1995,Directed,SPOUSE
Imtiaz Ali (director),Khalid_Ahmed,Directed,UNCLE
J. P. Dutta,Bindiya_Goswami,Directed,SPOUSE
Mahesh_Bhatt,terminal_Mahesh Bhatt_Lorraine_Bright_m_1970,Directed,SPOUSE
Mahesh_Bhatt,Nanabhai_Bhatt,Directed,PARENT
Mahesh_Bhatt,Bhatt_family,Directed,RELATIVE
Saif_Ali_Khan,Amrita_Singh,Directed,SPOUSE
Saif_Ali_Khan,Kareena_Kapoor,Directed,SPOUSE
Saif_Ali_Khan,Sara_Ali_Khan,Directed,CHILD
Saif_Ali_Khan,Ibrahim_Ali_Khan_(actor),Directed,CHILD
Saif_Ali_Khan,Mansoor_Ali_Khan_Pataudi,Directed,PARENT
Saif_Ali_Khan,Sharmila_Tagore,Directed,PARENT
Saif_Ali_Khan,Pataudi_family,Directed,RELATIVE
Lawrence D'Souza,terminal_Lawrence D'Souza_Andria_D_Souza,Directed,CHILD
Robin_Bhatt,Nanabhai_Bhatt,Directed,PARENT
Robin_Bhatt,terminal_Robin Bhatt_Hemlata_Bhatt_mother,Directed,PARENT
Robin_Bhatt,Bhatt_family,Directed,RELATIVE
Rahul Bhatt,Bhatt_family,Directed,RELATIVE
Teji_Bachchan,Amitabh_Bachchan,Directed,CHILD
Teji_Bachchan,Bachchan_family,Directed,RELATIVE
Eeshwar Nivas,terminal_Eeshwar Nivas_Priyanka,Directed,SPOUSE
Rishi Kapoor,Neetu_Singh,Directed,SPOUSE
Rishi Kapoor,Ranbir_Kapoor,Directed,CHILD
Rishi Kapoor,Raj_Kapoor,Directed,PARENT
Rishi Kapoor,Kapoor_family,Directed,RELATIVE
Ravindra_Kapoor,Kamal_Kapoor,Directed,SIBLING
Ravindra_Kapoor,Prithviraj_Kapoor,Directed,COUSIN
Ravindra_Kapoor,Kapil_Kapoor,Directed,NEPHEW
Ravindra_Kapoor,Kapoor_family,Directed,RELATIVE
Ravindra_Kapoor,List_of_Hindi_film_families#Behl_family,Directed,RELATIVE
Pooja Bhatt,Manish_Makhija,Directed,SPOUSE
Pooja Bhatt,Mahesh_Bhatt,Directed,PARENT
Pooja Bhatt,Bhatt_family,Directed,RELATIVE
Shomu_Mukherjee,Tanuja,Directed,SPOUSE
Shomu_Mukherjee,Kajol,Directed,CHILD
Shomu_Mukherjee,Tanisha_Mukherjee,Directed,CHILD
Shomu_Mukherjee,Ram_Mukherjee,Directed,RELATIVE
Shomu_Mukherjee,Mukherjee-Samarth_family,Directed,RELATIVE
Shomu_Mukherjee,Ganguly_family,Directed,RELATIVE
Rhea Kapoor,terminal_Rhea Kapoor_Karan_Boolani_m_2021,Directed,SPOUSE
Rhea Kapoor,List_of_Hindi_film_families#Kapoor_family_(of_Surinder_Kapoor),Directed,RELATIVE
"Kunal Kapoor (actor, born 1959)","terminal_Kunal Kapoor (actor, born 1959)_Sheena_Sippy_divorced",Directed,SPOUSE
Mona_Shourie_Kapoor,Arjun_Kapoor,Directed,CHILD
Nikhil_Nanda,Shweta_Bachchan_Nanda,Directed,SPOUSE
Nikhil_Nanda,Kapoor_family,Directed,RELATIVE
Nikhil_Nanda,Bachchan_family,Directed,RELATIVE
Abhishek Jain,terminal_Abhishek Jain_Nayan_Jain_Brother,Directed,SIBLING
Bejoy Nambiar,Juhi_Babbar,Directed,SPOUSE
Bejoy Nambiar,Sheetal_Menon,Directed,SPOUSE
Shimit Amin,Megha_Ramaswamy,Directed,SPOUSE
Sanjay_Kapoor,terminal_Sanjay Kapoor_Maheep_Kapoor_m_1997,Directed,SPOUSE
Sanjay_Kapoor,Surinder_Kapoor,Directed,PARENT
Sanjay_Kapoor,List_of_Hindi_film_families#Kapoor_family_(of_Surinder_Kapoor),Directed,RELATIVE
Tinnu Anand,terminal_Tinnu Anand_Shahnaz_Anand,Directed,SPOUSE
Tinnu Anand,terminal_Tinnu Anand_2_Isha_Anand_Diksha_Anand,Directed,CHILD
Tinnu Anand,Inder_Raj_Anand,Directed,PARENT
Tinnu Anand,Siddharth_Anand,Directed,NEPHEW
Tinnu Anand,Mukul_Anand,Directed,NEPHEW
Tinnu Anand,Agha_(actor),Directed,NEPHEW
Tinnu Anand,Jalal_Agha,Directed,NEPHEW
Gulzar,Rakhee_Gulzar,Directed,SPOUSE
Gulzar,Meghna_Gulzar,Directed,CHILD
Anurag Kashyap,Aarti_Bajaj,Directed,SPOUSE
Anurag Kashyap,Kalki_Koechlin,Directed,SPOUSE
Anurag Kashyap,Abhinav_Kashyap,Directed,SIBLING
Hema_Malini,Dharmendra,Directed,SPOUSE
Hema_Malini,Esha_Deol,Directed,CHILD
Hema_Malini,List_of_Hindi_film_clans#Deol_family,Directed,RELATIVE
Abhishek_Bachchan,Aishwarya_Rai,Directed,SPOUSE
Abhishek_Bachchan,Amitabh_Bachchan,Directed,PARENT
Abhishek_Bachchan,Jaya_Bhaduri,Directed,PARENT
Abhishek_Bachchan,Bachchan_family,Directed,RELATIVE
Vikram Bhatt,Pravin_Bhatt,Directed,PARENT
Vikram Bhatt,Vijay_Bhatt,Directed,PARENT
Vikram Bhatt,Arun_Bhatt,Directed,PARENT
Vikram Bhatt,Chirantan_Bhatt,Directed,PARENT
Vikram Bhatt,List_of_Hindi_film_families#Bhatt_family_(of_Vijay_Bhatt),Directed,RELATIVE
Geeta_Bali,Aditya_Raj_Kapoor,Directed,CHILD
Geeta_Bali,Kapoor_family,Directed,RELATIVE
Anil_Kapoor,terminal_Anil Kapoor_Sunita_Bhavnani_m_1984,Directed,SPOUSE
Anil_Kapoor,Sonam_Kapoor,Directed,CHILD
Anil_Kapoor,Rhea_Kapoor,Directed,CHILD
Anil_Kapoor,Harsh_Varrdhan_Kapoor,Directed,CHILD
Anil_Kapoor,Surinder_Kapoor,Directed,PARENT
Anil_Kapoor,List_of_Hindi_film_families#Kapoor_family_(of_Surinder_Kapoor),Directed,RELATIVE
Ajay Devgn,Kajol,Directed,SPOUSE
Ajay Devgn,Veeru_Devgan,Directed,PARENT
Ajay Devgn,Devgan_family,Directed,RELATIVE
Ajay Devgn,Mukherjee-Samarth_family,Directed,RELATIVE
Zahan Kapoor,"Kunal_Kapoor_(actor,_born_1959)",Directed,PARENT
Zahan Kapoor,Kapoor_family,Directed,RELATIVE
Zoya_Akhtar,Javed_Akhtar,Directed,PARENT
Zoya_Akhtar,Honey_Irani,Directed,PARENT
Zoya_Akhtar,List_of_Hindi_film_clans#Akhtar–Azmi–_family,Directed,RELATIVE
Kunal Kohli,terminal_Kunal Kohli_Ravina_Kohli,Directed,SPOUSE
Kunal Kohli,terminal_Kunal Kohli_1_daughter,Directed,CHILD
Kunal Kohli,David_Dhawan,Directed,UNCLE
Kunal Kohli,Varun_Dhawan,Directed,UNCLE
Kunal Kohli,Rohit_Dhawan,Directed,UNCLE
Ashutosh_Gowariker,Sunita_Gowariker,Directed,SPOUSE
A. Bhimsingh,Sukumari,Directed,SPOUSE
A. Bhimsingh,B._Lenin,Directed,CHILD
A. Bhimsingh,B._Kannan,Directed,CHILD
A. Bhimsingh,List_of_South_Indian_film_families#Travancore_family,Directed,RELATIVE
Arjun Kapoor,Boney_Kapoor,Directed,PARENT
Arjun Kapoor,Mona_Shourie,Directed,PARENT
Arjun Kapoor,List_of_Hindi_film_families#Kapoor_family_(of_Surinder_Kapoor),Directed,RELATIVE
Emraan Hashmi,terminal_Emraan Hashmi_Parveen_Shahani_m_2006,Directed,SPOUSE
Emraan Hashmi,Bhatt_family,Directed,RELATIVE
Neetu_Singh,Rishi_Kapoor,Directed,SPOUSE
Neetu_Singh,Ranbir_Kapoor,Directed,CHILD
Neetu_Singh,Kapoor_family,Directed,RELATIVE
Nitya Mehra,terminal_Nitya Mehra_Karan_Kapadiya_m_2015,Directed,SPOUSE
Alia_Bhatt,Ranbir_Kapoor,Directed,SPOUSE
Alia_Bhatt,Mahesh_Bhatt,Directed,PARENT
Alia_Bhatt,Soni_Razdan,Directed,PARENT
Alia_Bhatt,Bhatt_family,Directed,RELATIVE
Alia_Bhatt,Kapoor_family,Directed,RELATIVE
Ranbir Kapoor,Alia_Bhatt,Directed,SPOUSE
Ranbir Kapoor,Rishi_Kapoor,Directed,PARENT
Ranbir Kapoor,Neetu_Singh,Directed,PARENT
Ranbir Kapoor,Kapoor_family,Directed,RELATIVE
Jaya Bachchan,Amitabh_Bachchan,Directed,SPOUSE
Jaya Bachchan,Shweta_Bachchan_Nanda,Directed,CHILD
Jaya Bachchan,Abhishek_Bachchan,Directed,CHILD
Jaya Bachchan,Bachchan_family,Directed,RELATIVE
Vijay Kapoor,terminal_Vijay Kapoor_Veena_Kapoor_m_1963,Directed,SPOUSE
Vijay Kapoor,Kapoor_family,Directed,RELATIVE
Randhir_Kapoor,Karisma_Kapoor,Directed,CHILD
Randhir_Kapoor,Kareena_Kapoor_Khan,Directed,CHILD
Randhir_Kapoor,Raj_Kapoor,Directed,PARENT
Randhir_Kapoor,Kapoor_family,Directed,RELATIVE
Trilok Kapoor,Kapoor_family,Directed,RELATIVE
Sonam Kapoor,terminal_Sonam Kapoor_Anand_Ahuja_m_2018,Directed,SPOUSE
Sonam Kapoor,Anil_Kapoor,Directed,PARENT
Sonam Kapoor,List_of_Hindi_film_families#Kapoor_family_(of_Surinder_Kapoor),Directed,RELATIVE
Kamal_Kapoor,terminal_Kamal Kapoor_Suman_Devi_m_1945,Directed,SPOUSE
Kamal_Kapoor,terminal_Kamal Kapoor_5_including_Kapil_Kapoor,Directed,CHILD
Kamal_Kapoor,Prithviraj_Kapoor,Directed,SIBLING
Kamal_Kapoor,Ramesh_Behl,Directed,SIBLING
Kamal_Kapoor,Goldie_Behl,Directed,SIBLING
Kamal_Kapoor,Kapoor_family,Directed,RELATIVE
Kamal_Kapoor,List_of_Hindi_film_families#Behl_family,Directed,RELATIVE
Zahrah S. Khan,Rehmat_Khan,Directed,PARENT
Zahrah S. Khan,Salma_Agha,Directed,PARENT
Zahrah S. Khan,Khan_squash_family,Directed,RELATIVE
Prithviraj_Kapoor,terminal_Prithviraj Kapoor_Ramsarni_Mehra_m_1923,Directed,SPOUSE
Prithviraj_Kapoor,Raj_Kapoor,Directed,CHILD
Prithviraj_Kapoor,Shammi_Kapoor,Directed,CHILD
Prithviraj_Kapoor,Shashi_Kapoor,Directed,CHILD
Prithviraj_Kapoor,Kapoor_family,Directed,RELATIVE
Mohit_Suri,Bhatt_family,Directed,RELATIVE
Vishesh_Bhatt,Bhatt_family,Directed,RELATIVE
Salma_Agha,Jawed_Sheikh,Directed,SPOUSE
Salma_Agha,Rehmat_Khan,Directed,SPOUSE
Salma_Agha,Zara_Khan,Directed,CHILD
Salma_Agha,List_of_Hindi_film_families#Agha_family,Directed,RELATIVE
Shweta Bachchan Nanda,Nikhil_Nanda,Directed,SPOUSE
Shweta Bachchan Nanda,Amitabh_Bachchan,Directed,PARENT
Shweta Bachchan Nanda,Jaya_Bhaduri,Directed,PARENT
Shweta Bachchan Nanda,Bachchan_family,Directed,RELATIVE
Shweta Bachchan Nanda,Kapoor_family,Directed,RELATIVE
David_Dhawan,terminal_David_Dhawan_Karuna_Dhawan,Directed,SPOUSE
David_Dhawan,Rohit_Dhawan,Directed,CHILD
David_Dhawan,Varun_Dhawan,Directed,CHILD
David_Dhawan,List_of_Hindi_film_clans#Dhawan_family,Directed,RELATIVE
Varun_Dhawan,terminal_Varun_Dhawan_Natasha_Dalal_m_2021,Directed,SPOUSE
Varun_Dhawan,David_Dhawan,Directed,PARENT
Varun_Dhawan,terminal_Varun_Dhawan_Karuna_Dhawan_mother,Directed,PARENT
Varun_Dhawan,List_of_Hindi_film_clans#Dhawan_family,Directed,RELATIVE
"Kunal_Kapoor_(actor,_born_1959)","terminal_Kunal_Kapoor_(actor,_born_1959)_Sheena_Sippy_divorced",Directed,SPOUSE
Karan_Kapoor,terminal_Karan_Kapoor_Lorna_Kapoor,Directed,SPOUSE
Karan_Kapoor,Kapoor_family,Directed,RELATIVE
Sanjana_Kapoor,Kapoor_family,Directed,RELATIVE
Prithviraj_Kapoor,terminal_Prithviraj_Kapoor_Ramsarni_Mehra_m_1923,Directed,SPOUSE
Raj_Kapoor,terminal_Raj_Kapoor_Krishna_Malhotra_m_1946,Directed,SPOUSE
Raj_Kapoor,terminal_Raj_Kapoor_Ramsarni_Mehra_Kapoor_mother,Directed,PARENT
Sunjay_Kapur,Nandita_Mahtani,Directed,SPOUSE
Sunjay_Kapur,Karisma_Kapoor,Directed,SPOUSE
Babita_Kapoor,Randhir_Kapoor,Directed,SPOUSE
Babita_Kapoor,Karisma_Kapoor,Directed,CHILD
Babita_Kapoor,Kareena_Kapoor_Khan,Directed,CHILD
Babita_Kapoor,Kapoor_family,Directed,RELATIVE
Mahesh_Bhatt,terminal_Mahesh_Bhatt_Lorraine_Bright_m_1970,Directed,SPOUSE
Felicity_Kendal,Drewe_Henley,Directed,SPOUSE
Felicity_Kendal,Michael_Rudman,Directed,SPOUSE
Felicity_Kendal,Charley_Henley,Directed,CHILD
Felicity_Kendal,Geoffrey_Kendal,Directed,PARENT
Felicity_Kendal,terminal_Felicity_Kendal_Laura_Liddell_mother,Directed,PARENT
Rishi_Kapoor,Ranbir_Kapoor,Directed,CHILD
Rishi_Kapoor,Raj_Kapoor,Directed,PARENT
Rishi_Kapoor,Kapoor_family,Directed,RELATIVE
Rajiv_Kapoor,terminal_Rajiv_Kapoor_Aarti_Jha_m_2001_div_2003,Directed,SPOUSE
Rajiv_Kapoor,Raj_Kapoor,Directed,PARENT
Rajiv_Kapoor,Kapoor_family,Directed,RELATIVE
Mukesh_Bhatt,terminal_Mukesh_Bhatt_Neelima_Bhatt,Directed,SPOUSE
Mukesh_Bhatt,Vishesh_Bhatt,Directed,CHILD
Mukesh_Bhatt,Nanabhai_Bhatt,Directed,PARENT
Mukesh_Bhatt,terminal_Mukesh_Bhatt_Shirin_Mohammed_Ali_mother,Directed,PARENT
Mukesh_Bhatt,Bhatt_family,Directed,RELATIVE
Robin_Bhatt,terminal_Robin_Bhatt_Hemlata_Bhatt_mother,Directed,PARENT
Basu_Bhattacharya,Rinki_Bhattacharya,Directed,SPOUSE
Basu_Bhattacharya,Aditya_Bhattacharya,Directed,CHILD
Rinki_Bhattacharya,Aditya_Bhattacharya,Directed,CHILD
Rinki_Bhattacharya,Bimal_Roy,Directed,PARENT
Uma_Anand,Chetan_Anand_(director),Directed,SPOUSE
Uma_Anand,Ketan_Anand,Directed,CHILD
